country,state,sqft,bhk,area_type,population,age,price
India,Delhi,2194,2,Poor,40897,17,58248692
India,Uttar Pradesh,4951,5,Medium,41634,29,59945046
India,Haryana,1587,2,Medium,22304,8,24344822
India,Uttar Pradesh,1598,5,Rich,40754,14,30737686
India,Karnataka,4947,2,Poor,23554,18,77291412
India,Kerala,4562,4,Rich,21648,32,88477830
India,Karnataka,666,2,Rich,38387,7,25931863
India,Haryana,3312,1,Rich,39169,4,74613773
India,Haryana,2070,2,Rich,10969,29,40780073
India,Gujarat,4037,1,Rich,44429,1,89537608
India,Delhi,405,2,Medium,35714,40,12723439
India,Kerala,2082,5,Rich,20641,5,69295233
India,Telangana,1861,4,Medium,4981,21,36907314
India,Gujarat,900,5,Medium,46780,40,15585012
India,Gujarat,1844,4,Poor,26473,24,21527306
India,Karnataka,2478,2,Medium,11871,5,53338288
India,Maharashtra,2670,2,Poor,5710,8,68577788
India,West Bengal,420,4,Poor,21608,26,3409348
India,Delhi,3668,2,Rich,33463,23,187286733
India,Tamil Nadu,1826,2,Poor,1028,34,12222945
India,Haryana,2324,3,Poor,39607,9,31052663
India,Karnataka,4035,2,Medium,2906,39,55566467
India,Karnataka,1657,1,Medium,16663,0,30018416
India,Telangana,4285,1,Medium,44813,22,58695161
India,Maharashtra,4678,2,Rich,21858,5,318732071
India,Haryana,1340,3,Rich,36321,2,47278867
India,Haryana,3619,5,Medium,18492,10,75907318
India,Punjab,3075,1,Rich,37445,36,35426798
India,Haryana,1700,2,Poor,37839,40,14395036
India,Delhi,4496,5,Poor,26988,20,160837327
India,Telangana,1860,2,Medium,43616,31,29351607
India,Rajasthan,3084,1,Rich,34586,4,47483137
India,Haryana,2718,3,Rich,40243,29,63535980
India,Telangana,1528,1,Poor,14237,2,17034043
India,Tamil Nadu,4464,1,Poor,40111,23,35636989
India,Haryana,631,5,Medium,9169,38,11380180
India,Uttar Pradesh,3543,1,Poor,38863,22,14375621
India,Haryana,1309,4,Poor,29656,4,21874550
India,Rajasthan,4541,4,Medium,36929,4,70017404
India,Karnataka,4034,5,Medium,32501,14,149846310
India,Rajasthan,700,1,Rich,28626,16,7762923
India,Tamil Nadu,2813,1,Medium,8910,39,21536416
India,Maharashtra,2273,1,Rich,10746,26,96490625
India,Uttar Pradesh,2893,4,Rich,30592,3,64376817
India,Uttar Pradesh,1158,2,Rich,26020,29,12273512
India,Gujarat,2363,4,Poor,3850,20,22814232
India,Tamil Nadu,1611,1,Rich,16493,23,21683371
India,Rajasthan,1972,4,Medium,5532,37,16608098
India,Telangana,1424,5,Poor,27849,14,28687227
India,Rajasthan,3553,2,Medium,25094,23,28528721
India,Kerala,3791,2,Rich,14335,26,57523336
India,Tamil Nadu,4249,2,Medium,28684,25,56616773
India,Karnataka,3838,5,Medium,47314,10,167880077
India,Gujarat,4994,3,Medium,17779,14,63321521
India,West Bengal,2810,5,Rich,19033,25,59641767
India,Tamil Nadu,2591,4,Poor,48921,37,34101712
India,Kerala,3271,2,Poor,9314,7,29839492
India,West Bengal,2786,2,Medium,21365,9,33625400
India,Karnataka,2026,4,Poor,45491,2,54080202
India,Uttar Pradesh,594,1,Poor,25596,9,3024551
India,Karnataka,4071,4,Medium,18558,12,124842069
India,Haryana,2291,1,Medium,33376,34,21048990
India,Kerala,542,1,Medium,21991,16,5532542
India,Delhi,3065,3,Medium,38259,35,110726479
India,Delhi,1722,5,Medium,19256,31,68377667
India,Haryana,1481,1,Medium,43399,5,21180917
India,Telangana,3197,5,Poor,21343,23,52092769
India,Uttar Pradesh,1274,3,Poor,4285,23,5717260
India,Haryana,1686,4,Rich,45007,6,64076005
India,Delhi,2463,5,Poor,11618,17,83551990
India,Haryana,2465,5,Medium,40220,7,68173072
India,Tamil Nadu,1292,1,Rich,5381,7,19591517
India,Kerala,3378,4,Rich,32933,38,66712698
India,West Bengal,4881,4,Medium,6609,17,59418690
India,Rajasthan,2065,4,Poor,34988,2,23748350
India,Kerala,1918,4,Medium,10063,2,33302045
India,Gujarat,2713,2,Rich,38266,8,65887965
India,Delhi,2520,2,Rich,34560,13,135201983
India,Karnataka,2466,3,Poor,22577,3,51288751
India,Haryana,1958,1,Rich,46807,9,44578231
India,Telangana,404,2,Poor,39346,1,6275314
India,Telangana,3592,3,Poor,4293,1,55345896
India,Delhi,524,2,Rich,1737,7,24245653
India,Haryana,1559,5,Rich,13178,31,42116036
India,Punjab,809,5,Rich,14072,7,21209357
India,Delhi,2434,3,Rich,2777,6,138701010
India,Telangana,1604,3,Medium,42661,23,32507239
India,Telangana,2011,3,Poor,36490,37,25227669
India,West Bengal,647,2,Poor,29511,14,5492927
India,Maharashtra,4058,4,Rich,11972,8,326730318
India,Maharashtra,704,2,Rich,22700,9,49883188
India,Karnataka,364,4,Rich,14112,7,15439734
India,Maharashtra,2542,3,Rich,36851,9,195992158
India,Maharashtra,1769,4,Rich,37390,25,135671241
India,Uttar Pradesh,4451,4,Rich,42757,11,78190068
India,Tamil Nadu,2193,3,Poor,36670,3,34321872
India,Gujarat,1800,3,Medium,16799,32,18044430
India,Punjab,695,3,Poor,5662,38,4057178
India,Kerala,2580,2,Rich,42964,12,57706117
India,Tamil Nadu,3011,4,Rich,46712,1,121397403
India,Delhi,1978,1,Poor,12539,11,35933146
India,Gujarat,964,5,Medium,34782,20,18717592
India,West Bengal,4758,5,Medium,49780,27,91345372
India,Karnataka,4370,3,Poor,46117,38,68365488
India,Delhi,691,1,Medium,18459,26,17049340
India,Maharashtra,3609,3,Medium,7895,7,158716514
India,Kerala,2982,5,Rich,39931,15,89501660
India,Karnataka,1873,5,Medium,36676,40,60188098
India,Haryana,4980,2,Poor,38259,31,50739816
India,Delhi,523,2,Poor,25811,34,10328899
India,Uttar Pradesh,1641,5,Medium,42169,15,24771646
India,Kerala,2326,2,Medium,49760,11,32132002
India,Telangana,2239,5,Poor,48752,28,47869425
India,Telangana,3135,3,Poor,43317,38,37858273
India,Delhi,2209,1,Poor,13062,33,28685135
India,Kerala,3361,1,Rich,11940,2,50230764
India,Tamil Nadu,1367,4,Medium,10018,9,25343339
India,Delhi,3479,3,Rich,38306,35,194337758
India,Kerala,1137,3,Poor,21968,33,9139308
India,Maharashtra,4947,3,Medium,21802,17,219621596
India,Karnataka,4657,2,Poor,3739,38,45422095
India,Maharashtra,3509,1,Rich,13336,35,123863695
India,Tamil Nadu,836,2,Poor,28228,29,7947606
India,Gujarat,4163,3,Medium,4400,11,50443406
India,Tamil Nadu,3000,3,Rich,39889,36,58689450
India,Maharashtra,1778,3,Medium,45702,28,82761535
India,Delhi,2874,1,Poor,31794,33,45187387
India,Punjab,1005,5,Rich,11255,38,15612229
India,Maharashtra,3287,4,Rich,37370,6,326237324
India,West Bengal,3668,3,Medium,45997,25,43221721
India,Gujarat,625,3,Poor,16210,38,4772126
India,Tamil Nadu,1649,1,Medium,37664,36,15739490
India,Gujarat,4108,1,Rich,28250,5,63589489
India,Haryana,780,1,Poor,47412,36,6189051
India,Tamil Nadu,2813,1,Poor,7861,30,14816917
India,Gujarat,904,4,Medium,24524,25,12966417
India,Telangana,813,5,Rich,29419,35,30461563
India,West Bengal,4386,1,Rich,1665,38,33079093
India,Uttar Pradesh,448,4,Rich,38276,27,7840589
India,Karnataka,2622,1,Rich,8233,14,64050532
India,Kerala,2905,1,Medium,44148,32,25145080
India,Punjab,1707,3,Rich,5846,29,21709554
India,Haryana,3286,1,Rich,20239,20,51377320
India,Tamil Nadu,4068,1,Poor,22217,9,32643864
India,Haryana,4611,4,Medium,11794,22,68945524
India,Rajasthan,1104,1,Rich,44397,21,13144069
India,Rajasthan,4339,3,Rich,33471,37,57624144
India,Telangana,1429,1,Poor,6435,35,9244982
India,Telangana,3541,2,Poor,17934,6,46057793
India,Tamil Nadu,3517,1,Poor,5409,23,20744173
India,Gujarat,4372,2,Rich,24227,1,104058715
India,Karnataka,2762,3,Poor,6322,14,39164512
India,Haryana,1885,2,Medium,22390,17,27683217
India,Rajasthan,1366,2,Medium,48013,29,12828326
India,Punjab,4685,1,Rich,36282,1,71569242
India,Gujarat,4483,4,Rich,32115,21,105665027
India,Maharashtra,1164,4,Medium,45484,10,69548106
India,Gujarat,1531,5,Rich,40349,25,41515760
India,Telangana,3868,3,Medium,34714,34,64956445
India,West Bengal,2247,5,Rich,4258,13,47395209
India,Kerala,3147,2,Medium,35207,25,39850631
India,Uttar Pradesh,405,2,Rich,16184,29,3725162
India,Gujarat,3764,2,Poor,17493,0,40846936
India,West Bengal,2215,5,Poor,25003,8,27683496
India,Telangana,3063,2,Medium,17682,38,41330202
India,Karnataka,3378,5,Medium,34551,0,164531856
India,Gujarat,2337,5,Poor,4196,16,27249618
India,Telangana,1256,5,Medium,48776,1,53981793
India,Tamil Nadu,1686,1,Medium,44209,23,18253701
India,West Bengal,3972,5,Rich,2425,23,81961149
India,Maharashtra,1790,1,Medium,48078,9,84106355
India,West Bengal,1946,3,Rich,6956,40,22588125
India,Rajasthan,4963,4,Poor,45648,5,57255038
India,Rajasthan,2140,1,Rich,23322,5,23513447
India,Delhi,3433,5,Rich,21493,35,213546042
India,Uttar Pradesh,1871,5,Medium,46771,15,29378897
India,Telangana,1424,5,Medium,30521,9,42239637
India,Delhi,4178,5,Rich,24616,14,339100238
India,Tamil Nadu,2452,2,Medium,40291,32,32022925
India,Kerala,2175,1,Medium,14824,4,23342494
India,Maharashtra,2968,3,Poor,17016,33,66473249
India,Punjab,2446,5,Medium,35938,30,36044879
India,Rajasthan,1216,5,Medium,7458,4,17064902
India,Maharashtra,3391,1,Poor,8297,36,49175940
India,Tamil Nadu,1189,1,Medium,12650,8,14018173
India,Haryana,1101,3,Medium,47665,29,20731952
India,Delhi,649,2,Medium,27143,15,24755266
India,West Bengal,3701,5,Medium,20569,18,59589242
India,Punjab,598,4,Poor,11131,20,4655460
India,Delhi,1677,2,Medium,11141,8,57406984
India,Kerala,3439,5,Poor,33069,13,53795877
India,Gujarat,2622,5,Rich,39066,5,91479978
India,Punjab,3475,3,Medium,39015,6,44215842
India,Telangana,4926,2,Rich,24977,40,101262706
India,Rajasthan,2029,1,Medium,9859,12,13192868
India,West Bengal,2829,3,Medium,5392,1,32823345
India,Telangana,3527,5,Medium,27728,0,115395105
India,Gujarat,4777,2,Poor,8086,10,39790558
India,Haryana,2811,3,Rich,26025,10,71171358
India,Karnataka,1593,2,Rich,17304,30,42838821
India,Kerala,3499,2,Medium,27013,24,38138204
India,Karnataka,302,3,Poor,41958,21,5111147
India,Maharashtra,4894,1,Medium,16037,29,131910810
India,West Bengal,1599,3,Poor,10268,10,12712465
India,Tamil Nadu,3031,4,Poor,46615,26,40510954
India,Tamil Nadu,4600,5,Poor,36912,3,97629825
India,Kerala,405,5,Medium,40462,27,7480284
India,Uttar Pradesh,3448,5,Poor,34012,1,39108624
India,Telangana,4108,5,Rich,8310,31,116017146
India,Uttar Pradesh,1769,5,Medium,12197,15,21017664
India,Punjab,1960,4,Poor,32759,13,20052439
India,West Bengal,2410,3,Rich,1560,32,31483457
India,Haryana,2951,1,Poor,49940,14,29098746
India,Tamil Nadu,857,1,Medium,18323,10,8481439
India,Rajasthan,1636,3,Medium,28713,21,16131436
India,Uttar Pradesh,3714,5,Rich,20510,24,64619111
India,Telangana,3688,1,Rich,20093,2,82872404
India,Tamil Nadu,3732,2,Medium,7722,9,49370846
India,Maharashtra,1948,5,Poor,35898,28,84864293
India,West Bengal,4471,4,Poor,31628,2,52501925
India,Rajasthan,3269,2,Poor,24574,22,17642176
India,Rajasthan,3270,3,Rich,8999,16,45635098
India,Maharashtra,3422,1,Medium,1652,39,71614671
India,Punjab,2543,1,Medium,29067,40,16004360
India,Tamil Nadu,3348,5,Medium,23891,10,79326571
India,Delhi,4624,4,Medium,25843,20,198103481
India,Rajasthan,2025,1,Medium,8522,31,9401318
India,Maharashtra,4676,3,Rich,11055,4,352433607
India,Karnataka,4916,2,Poor,23671,32,60733012
India,Maharashtra,2021,1,Medium,30902,25,59797424
India,Uttar Pradesh,3770,3,Poor,29743,33,18705280
India,Kerala,796,4,Poor,29182,3,12707087
India,West Bengal,1644,4,Medium,3431,31,17195357
India,Kerala,1515,4,Rich,34787,1,50863889
India,Uttar Pradesh,2947,3,Rich,40098,21,38604648
India,Rajasthan,3303,1,Poor,26651,27,15440119
India,Haryana,2089,5,Medium,24761,37,37636700
India,Telangana,1273,4,Rich,39262,9,53352669
India,Gujarat,404,2,Medium,8689,38,3716073
India,West Bengal,3438,2,Poor,5394,14,20842991
India,West Bengal,4114,2,Poor,32100,27,27862179
India,Uttar Pradesh,4837,2,Medium,2245,32,23435441
India,Maharashtra,3222,2,Rich,3801,25,154031907
India,Gujarat,1557,3,Poor,15648,8,17108299
India,Rajasthan,2478,3,Rich,25544,20,37438054
India,Tamil Nadu,4260,3,Medium,49223,5,89606403
India,West Bengal,4807,5,Rich,33885,33,101093099
India,Karnataka,4777,4,Poor,24396,19,104422338
India,Kerala,903,5,Medium,12254,8,17871713
India,West Bengal,1913,4,Poor,16545,23,17855792
India,Punjab,1086,5,Poor,2754,18,9157423
India,Haryana,2723,2,Medium,13779,35,30123206
India,Maharashtra,4518,5,Rich,38571,9,539941456
India,Karnataka,3117,1,Poor,20544,5,41355470
India,Karnataka,2948,2,Poor,19101,0,49652078
India,Gujarat,3874,4,Poor,30480,36,40248450
India,Uttar Pradesh,4963,2,Medium,13646,9,36848615
India,Maharashtra,1662,5,Rich,18270,30,121523438
India,Tamil Nadu,3843,2,Medium,31712,22,50036276
India,Uttar Pradesh,2897,1,Medium,31563,26,17515753
India,Rajasthan,2591,3,Rich,20502,14,37553447
India,Punjab,3713,4,Rich,33535,28,78345950
India,Tamil Nadu,1369,2,Rich,11447,32,20848407
India,Haryana,3558,4,Medium,3107,2,74110474
India,Kerala,1859,4,Rich,29439,26,46501243
India,Punjab,3306,2,Poor,23391,3,30047536
India,Maharashtra,2201,3,Poor,9378,16,57513414
India,Kerala,4536,1,Rich,25714,10,62907892
India,Telangana,4600,5,Medium,31382,26,120554584
India,Kerala,4837,4,Rich,36103,33,98689117
India,Kerala,4893,1,Medium,16261,20,36884289
India,Maharashtra,337,1,Rich,13697,12,14002131
India,Maharashtra,4778,1,Rich,49285,7,336735153
India,Uttar Pradesh,2051,1,Rich,1256,31,12780516
India,Karnataka,1982,4,Rich,33746,28,93895984
India,Rajasthan,1689,4,Rich,23076,16,32692659
India,Haryana,1276,2,Medium,33813,14,21868696
India,Punjab,3519,5,Poor,4775,15,33899652
India,Maharashtra,4996,4,Rich,4644,14,322401904
India,Punjab,2408,2,Medium,37382,26,22423230
India,Rajasthan,4632,3,Poor,21284,20,28316063
India,Gujarat,4868,3,Poor,46167,19,54871453
India,Telangana,682,1,Poor,13780,10,5873636
India,Rajasthan,4512,3,Medium,18263,26,39195237
India,Maharashtra,1659,5,Poor,21344,35,61301368
India,Maharashtra,3009,2,Rich,31782,27,179002202
India,Tamil Nadu,1744,2,Poor,9080,39,11961262
India,Rajasthan,758,5,Rich,13751,15,15894190
India,Kerala,2985,2,Poor,19232,16,22996815
India,Karnataka,1598,1,Medium,36794,39,25843817
India,Gujarat,2589,3,Medium,14854,32,28875638
India,Punjab,1065,5,Rich,13975,13,22167452
India,Punjab,4518,2,Poor,19565,8,31106621
India,Haryana,865,5,Poor,44242,35,13240369
India,Karnataka,4611,1,Medium,42616,38,72534689
India,Gujarat,3319,1,Rich,3580,18,40489499
India,Delhi,4319,3,Poor,27224,31,103325399
India,Uttar Pradesh,2160,4,Poor,47585,27,17059733
India,Karnataka,1583,1,Rich,24147,2,45117654
India,Kerala,2476,3,Poor,43815,30,23752192
India,Maharashtra,2632,1,Poor,14411,28,51186372
India,Tamil Nadu,2054,1,Rich,44183,2,51033937
India,Rajasthan,751,5,Poor,8396,30,5432216
India,Rajasthan,4995,3,Medium,48080,28,61863901
India,Haryana,3820,4,Poor,12324,18,53487112
India,Telangana,4539,1,Medium,21812,37,53536452
India,Gujarat,3217,1,Poor,12936,28,17434329
India,Rajasthan,1164,5,Medium,49777,23,16753213
India,Karnataka,2205,4,Poor,5001,27,32073751
India,Maharashtra,366,5,Medium,45358,23,26941062
India,Gujarat,4285,5,Medium,18158,32,68264367
India,Haryana,2803,4,Rich,13419,33,67630542
India,Rajasthan,1805,2,Rich,12136,3,26341957
India,Kerala,588,4,Rich,17911,20,12564062
India,Uttar Pradesh,1541,2,Poor,20517,30,6449827
India,Haryana,3188,3,Rich,37859,25,80190932
India,Karnataka,3193,5,Medium,26825,32,86609992
India,Rajasthan,1197,5,Rich,39546,24,25207134
India,Punjab,715,5,Rich,38030,19,20092404
India,West Bengal,1292,2,Rich,38138,19,25922440
India,Kerala,2673,1,Rich,26467,24,34008383
India,Tamil Nadu,2434,3,Poor,23353,25,24214263
India,Uttar Pradesh,1034,5,Rich,1632,32,12819621
India,Tamil Nadu,1963,2,Medium,11207,23,20499278
India,West Bengal,4172,5,Poor,47347,10,63996568
India,Rajasthan,3047,2,Medium,47707,19,35064622
India,Maharashtra,3963,4,Medium,7618,27,180134672
India,Punjab,4158,5,Rich,39165,8,125919071
India,Punjab,3287,1,Rich,13076,7,36894111
India,Punjab,4599,1,Rich,9118,4,60128557
India,Delhi,1132,3,Rich,45476,7,78950610
India,Rajasthan,2018,3,Medium,4409,30,15394087
India,Delhi,1252,1,Rich,49774,13,61030680
India,Rajasthan,4283,4,Medium,40452,15,55515251
India,West Bengal,3640,5,Poor,40080,2,61004289
India,Rajasthan,1885,4,Medium,21968,17,25183359
India,Gujarat,3544,1,Poor,28703,33,21669407
India,West Bengal,3394,2,Medium,36052,22,37072459
India,Kerala,4155,1,Rich,23113,36,44898064
India,Maharashtra,3983,1,Poor,41136,1,130869609
India,Delhi,4518,3,Rich,2868,7,259390992
India,Maharashtra,2442,5,Rich,39952,6,309444781
India,West Bengal,4937,1,Rich,12525,24,46626931
India,West Bengal,565,5,Medium,14518,12,9356171
India,Uttar Pradesh,509,4,Poor,20977,30,2992900
India,West Bengal,1068,3,Rich,30250,6,22851846
India,Uttar Pradesh,4232,2,Poor,8498,37,17391896
India,Kerala,4654,4,Rich,21622,32,94541252
India,Karnataka,4485,4,Rich,5576,19,177665611
India,West Bengal,3970,4,Rich,45518,18,103011713
India,Tamil Nadu,4094,1,Medium,43036,12,51070536
India,Haryana,923,5,Medium,12542,26,18359370
India,Delhi,4072,5,Rich,14435,18,294765869
India,Telangana,2797,3,Rich,3768,7,72610228
India,Punjab,2683,5,Rich,20924,25,52548818
India,Haryana,323,4,Medium,29132,25,6453265
India,Karnataka,2260,2,Medium,38656,1,73391177
India,Tamil Nadu,3959,1,Rich,6283,40,48764348
India,Telangana,1640,1,Rich,15780,17,34829489
India,Tamil Nadu,2803,5,Poor,30482,6,51725051
India,Telangana,3812,5,Poor,21566,28,70953627
India,West Bengal,3874,2,Medium,22604,6,48381762
India,Kerala,527,1,Medium,42787,39,4524806
India,Gujarat,601,5,Poor,32996,20,8060271
India,Karnataka,743,1,Rich,38123,2,28106133
India,Rajasthan,369,1,Poor,40894,32,1562927
India,Uttar Pradesh,3796,2,Rich,3892,11,37422589
India,Haryana,317,4,Medium,22346,25,5341494
India,Maharashtra,1725,1,Poor,29702,36,33459130
India,Delhi,4840,3,Rich,14418,31,233378698
India,Delhi,1173,5,Poor,19402,29,43194708
India,Punjab,4183,1,Rich,11051,24,39189668
India,Tamil Nadu,1489,5,Medium,30374,0,39302705
India,Telangana,2667,1,Medium,19125,40,29216145
India,Kerala,4046,3,Rich,5023,12,73022423
India,Karnataka,3515,2,Medium,34158,35,62722359
India,Kerala,2226,4,Rich,30991,18,58732634
India,Delhi,1691,5,Medium,43215,40,94009532
India,Gujarat,4987,2,Medium,43679,5,77802534
India,Haryana,1135,1,Medium,15961,7,14438004
India,Gujarat,3667,3,Rich,22392,1,97632749
India,Delhi,2340,4,Medium,20333,37,91335903
India,Kerala,1415,3,Rich,3590,12,26214482
India,Punjab,4558,4,Medium,22676,34,52255291
India,Telangana,2295,5,Rich,37659,34,87307288
India,Karnataka,2402,5,Poor,31846,0,81817290
India,Uttar Pradesh,2850,4,Rich,49591,37,46257236
India,Maharashtra,4956,1,Poor,46468,25,110951905
India,Punjab,1804,4,Rich,2909,19,29290088
India,Maharashtra,2988,2,Poor,18140,39,62298523
India,Tamil Nadu,1794,5,Rich,26595,14,58147898
India,Gujarat,4522,5,Poor,44036,5,85133086
India,Uttar Pradesh,2587,2,Poor,45725,40,12885507
India,Maharashtra,1763,4,Rich,24212,29,146121526
India,Kerala,1726,5,Poor,3723,18,17933515
India,Uttar Pradesh,942,2,Medium,5190,27,6356457
India,Punjab,489,4,Medium,31428,23,5847592
India,Tamil Nadu,2135,5,Rich,21534,28,65136601
India,Kerala,1989,5,Poor,8130,29,21827860
India,Karnataka,1445,3,Poor,8942,8,25491220
India,Kerala,1761,5,Rich,36036,34,46772976
India,Uttar Pradesh,2616,5,Medium,23588,7,38275988
India,Rajasthan,960,4,Medium,7922,1,12757586
India,Delhi,4270,3,Medium,28843,22,172460205
India,Tamil Nadu,3837,2,Rich,31346,28,86075748
India,Uttar Pradesh,4674,4,Rich,34583,19,77567612
India,Uttar Pradesh,1222,2,Poor,30176,13,7140849
India,Tamil Nadu,4523,2,Poor,44909,30,40354606
India,Haryana,3138,3,Rich,21895,19,78838735
India,Rajasthan,3199,5,Poor,31844,7,40890868
India,Punjab,2590,2,Medium,49888,28,30757724
India,West Bengal,381,2,Medium,3970,11,3181310
India,Maharashtra,3485,2,Medium,2806,32,89011046
India,Karnataka,3959,3,Rich,2525,18,113870334
India,Haryana,4216,4,Poor,27624,5,62865334
India,West Bengal,4481,4,Rich,37163,3,141778696
India,Punjab,3344,1,Rich,22057,6,41469822
India,Maharashtra,4226,2,Medium,4146,33,123952840
India,Delhi,4714,1,Rich,21437,33,161972772
India,Kerala,1416,1,Poor,2750,16,8428150
India,Delhi,1787,4,Rich,29207,32,105256976
India,Telangana,1659,4,Medium,38621,21,39210772
India,Tamil Nadu,1544,2,Medium,7474,23,18599327
India,Tamil Nadu,1960,4,Medium,21733,0,41757811
India,Kerala,631,1,Medium,29231,3,8301799
India,Kerala,4708,2,Poor,42187,1,58116648
India,Delhi,2875,3,Medium,39953,16,129113942
India,Tamil Nadu,365,1,Poor,49123,18,3189696
India,Rajasthan,3778,5,Medium,22076,10,59852139
India,Tamil Nadu,3339,5,Rich,28258,25,110625043
India,Tamil Nadu,692,4,Poor,23785,37,8061994
India,West Bengal,432,3,Medium,31531,8,6359274
India,Punjab,1960,2,Medium,23076,9,21184396
India,Maharashtra,4849,3,Rich,14751,24,267133795
India,Delhi,2479,3,Rich,33543,34,133342882
India,Tamil Nadu,2518,3,Medium,5276,18,31397297
India,Maharashtra,1545,3,Rich,49994,28,110157462
India,Tamil Nadu,4677,3,Medium,18206,5,85351176
India,Maharashtra,2838,5,Poor,21951,24,122903469
India,Rajasthan,1416,5,Poor,10609,11,12060104
India,Gujarat,3624,5,Rich,15457,9,98291290
India,Telangana,1629,5,Rich,31653,25,64059326
India,Uttar Pradesh,3787,3,Rich,22381,34,43493534
India,West Bengal,4597,5,Rich,26965,16,111156928
India,Rajasthan,2194,2,Medium,29287,19,23647182
India,West Bengal,1575,4,Rich,25976,19,32242796
India,Karnataka,567,5,Medium,15633,33,13504416
India,Karnataka,1038,1,Poor,2257,14,10587836
India,Telangana,4544,1,Poor,7908,28,32305314
India,West Bengal,1409,2,Poor,18634,16,9965298
India,Uttar Pradesh,3256,5,Medium,22378,36,33210428
India,Karnataka,1102,4,Poor,9150,27,19927336
India,Delhi,3307,2,Medium,27246,7,142018650
India,Uttar Pradesh,2523,4,Medium,42170,9,35161611
India,Tamil Nadu,3675,1,Rich,8494,13,53531135
India,Kerala,3188,4,Rich,9521,18,63824026
India,Maharashtra,4120,1,Rich,24457,23,199009887
India,Karnataka,2993,2,Poor,16858,10,40786696
India,Kerala,4279,5,Medium,12721,19,78552320
India,Haryana,336,5,Rich,19171,11,12101405
India,Uttar Pradesh,4180,5,Medium,27470,8,59241515
India,Telangana,3376,4,Poor,49384,21,57795220
India,Karnataka,642,2,Poor,29026,17,10729320
India,Kerala,4718,2,Medium,14563,22,47871949
India,Rajasthan,2917,4,Poor,17958,26,20246007
India,Rajasthan,371,1,Medium,29013,36,2067868
India,Karnataka,1659,4,Rich,15179,39,54641791
India,Telangana,2200,2,Rich,49817,3,94128209
India,Punjab,2565,3,Rich,18199,26,33719863
India,Kerala,716,4,Rich,28207,6,18720282
India,West Bengal,4212,2,Medium,1255,16,35338898
India,Telangana,2582,1,Poor,25756,28,21117418
India,Rajasthan,2027,1,Rich,1591,5,20604924
India,Tamil Nadu,647,1,Medium,38211,16,8201901
India,Telangana,4703,1,Poor,23993,34,36800726
India,Delhi,3267,3,Medium,19854,7,134272501
India,Uttar Pradesh,3036,4,Poor,20477,27,19245478
India,Rajasthan,2585,5,Poor,8045,23,22727534
India,Tamil Nadu,3483,3,Poor,41611,37,34349409
India,Uttar Pradesh,1648,5,Poor,6289,25,10804086
India,Tamil Nadu,1714,5,Medium,24092,17,38188828
India,Telangana,3756,4,Poor,3347,34,41853754
India,Haryana,2346,4,Medium,49135,15,59466443
India,West Bengal,907,2,Medium,25174,5,10200598
India,Tamil Nadu,2214,5,Poor,34356,31,32069107
India,Telangana,2355,1,Poor,32655,31,21669930
India,Karnataka,4095,3,Poor,19164,40,55122591
India,Kerala,3084,1,Rich,30263,17,48883087
India,Uttar Pradesh,1706,3,Rich,16926,12,23460677
India,Uttar Pradesh,4814,1,Poor,44663,7,28339115
India,Uttar Pradesh,2850,3,Rich,35269,38,32035231
India,Karnataka,4706,1,Medium,2041,15,66470348
India,Uttar Pradesh,3976,2,Poor,22781,32,18713933
India,Gujarat,840,5,Poor,33844,8,13415338
India,Tamil Nadu,2694,4,Rich,6988,6,76905382
India,Rajasthan,3959,4,Medium,3419,39,35861318
India,West Bengal,4550,1,Rich,13961,3,63086550
India,Maharashtra,1772,1,Poor,37843,14,45858318
India,Kerala,3080,3,Medium,25762,5,42952946
India,West Bengal,3496,1,Medium,42300,10,35578280
India,Kerala,368,4,Poor,23063,20,4159189
India,Tamil Nadu,2672,5,Poor,31898,11,43540464
India,West Bengal,1778,2,Rich,10705,7,28324999
India,Tamil Nadu,2496,1,Rich,41934,14,43023881
India,Maharashtra,4820,5,Poor,32323,13,252558554
India,Tamil Nadu,2423,1,Medium,27519,19,28648960
India,Uttar Pradesh,3378,4,Poor,32269,15,28660571
India,Gujarat,1751,5,Rich,11220,20,38650608
India,Kerala,4629,4,Poor,14782,28,46465419
India,Tamil Nadu,2292,5,Poor,23072,6,35646830
India,Tamil Nadu,2992,3,Rich,48358,40,74353388
India,Rajasthan,1578,2,Medium,39893,2,22157570
India,Telangana,4221,4,Poor,36268,8,78548517
India,Kerala,2959,1,Medium,11302,22,24521068
India,Rajasthan,4654,3,Rich,10474,37,51121849
India,Punjab,2086,3,Rich,26792,8,38654985
India,Maharashtra,3637,4,Poor,10432,21,118134421
India,Rajasthan,629,4,Rich,45078,22,13518631
India,Maharashtra,3518,4,Medium,44417,26,206236374
India,West Bengal,4780,4,Rich,30802,27,99312656
India,Karnataka,2911,4,Medium,17479,28,71584881
India,Kerala,545,2,Poor,25028,32,3879112
India,Karnataka,3499,3,Poor,16186,9,62667400
India,Punjab,389,3,Poor,47359,12,3591664
India,Tamil Nadu,2804,1,Rich,25673,36,41125916
India,Maharashtra,2496,3,Medium,31763,13,113762176
India,Rajasthan,4527,4,Rich,44481,15,108503004
India,Delhi,3838,3,Poor,25563,7,130501976
India,Karnataka,4930,2,Medium,3093,18,99666584
India,Kerala,1634,2,Poor,23082,6,14580717
India,Kerala,3527,1,Poor,16003,18,20854294
